mutation,crossover,selection,elitism,generation,median_fitness
heuristic_mutation,cycle_crossover,ranking_selection,1,65,72850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,66,72850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,67,73500.0
heuristic_mutation,cycle_crossover,ranking_selection,1,68,73500.0
heuristic_mutation,cycle_crossover,ranking_selection,1,69,73550.0
heuristic_mutation,cycle_crossover,ranking_selection,1,70,73550.0
heuristic_mutation,cycle_crossover,ranking_selection,1,71,73850.0
heuristic_mutation,cycle_crossover,ranking_selection,1,72,73900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,73,73900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,74,74400.0
heuristic_mutation,cycle_crossover,ranking_selection,1,75,74800.0
heuristic_mutation,cycle_crossover,ranking_selection,1,76,74900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,77,74900.0
heuristic_mutation,cycle_crossover,ranking_selection,1,78,74950.0
heuristic_mutation,cycle_crossover,ranking_selection,1,79,74950.0
heuristic_mutation,cycle_crossover,ranking_selection,1,80,74950.0
heuristic_mutation,cycle_crossover,ranking_selection,1,81,75050.0
heuristic_mutation,cycle_crossover,ranking_selection,1,82,75200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,83,75200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,84,75200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,85,75200.0
heuristic_mutation,cycle_crossover,ranking_selection,1,86,75300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,87,75300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,88,75300.0
heuristic_mutation,cycle_crossover,ranking_selection,1,89,75300.0
